1.037510158412954971e-02,1.037388355933362843e-02,1.037284532963413976e-02,1.037196839258672058e-02,1.037122531005302273e-02,1.034510235687414147e-02,1.034456462161753403e-02,1.034411543828237315e-02,1.034371923716722631e-02,1.034339380578549669e-02,1.034311256088717330e-02,1.034287532584747885e-02
1.039263931068112184e-02,1.036574483775858091e-02,1.036456644414401884e-02,1.036360256331434436e-02,1.036280802827131350e-02,1.036214659910972800e-02,1.036160050617887171e-02,1.036114283530237441e-02,1.036077365955413374e-02,1.033498385683753393e-02,1.033472073816394006e-02,1.033451027782195282e-02
1.038481611947087400e-02,1.038318237962125579e-02,1.035642078164278855e-02,1.035537040902021616e-02,1.035453324316697697e-02,1.035384666324981259e-02,1.035330158949050380e-02,1.035286250429606932e-02,1.035250264153458020e-02,1.035221316504522822e-02,1.035197643767117072e-02,1.035178801721258271e-02
1.040250816436435848e-02,1.037524505800184287e-02,1.037383029809674055e-02,1.037271864027126608e-02,1.037184680857026857e-02,1.034572373160019300e-02,1.034518840148456777e-02,1.034475884224566461e-02,1.034442587740667940e-02,1.034416324372436011e-02,1.034394966374478642e-02,1.034378336366987595e-02
1.042025077282376748e-02,1.039285491196439287e-02,1.039134347965548974e-02,1.039018836491087741e-02,1.036387919075236475e-02,1.036319443141663771e-02,1.036266819380301900e-02,1.036226511537571317e-02,1.036194995923595680e-02,1.036170395570040932e-02,1.036151492582002356e-02,1.036136807105019278e-02
1.043813968018442694e-02,1.041061047194484154e-02,1.040901977313694188e-02,1.038241752671737426e-02,1.038151221568533837e-02,1.038082776539019959e-02,1.038031054886327451e-02,1.037990757012697586e-02,1.037961002659580287e-02,1.037938081276074988e-02,1.037920592050414932e-02,1.037907114611841437e-02
1.045473580842541488e-02,1.042714668433045687e-02,1.042548554867322834e-02,1.039886873589477082e-02,1.039794612304074418e-02,1.039725302481179885e-02,1.039673587413333239e-02,1.039635056172938561e-02,1.039605295355683183e-02,1.039583692615727965e-02,1.039567069153045191e-02,1.039554576995235964e-02
1.047146712492786659e-02,1.044375605637657550e-02,1.044203317306174883e-02,1.044075536808889565e-02,1.041446139636233864e-02,1.041376842672597086e-02,1.041325150517304933e-02,1.041287496422118979e-02,1.041258713101775486e-02,1.041237638462717136e-02,1.041221898358698703e-02,1.041210090363934963e-02
1.048825660863140184e-02,1.048577943958982871e-02,1.045863822643865008e-02,1.045733419346053621e-02,1.045638454044052132e-02,1.045569095850684693e-02,1.045517334418885093e-02,1.045479660505078262e-02,1.045452411198605908e-02,1.045432026734821086e-02,1.045416969447507914e-02,1.045405857639345945e-02
1.053053241732176785e-02,1.050255333468437524e-02,1.050068680812823486e-02,1.047401282777760817e-02,1.047304564707533629e-02,1.047233450034565708e-02,1.047182586178778928e-02,1.047145790951168297e-02,1.047118198391294545e-02,1.047098331168878037e-02,1.047083806627970362e-02,1.047073133730854616e-02
